source,subject,activity,distanceKm,durationMin,hrAvg,hrMax,stress,steps,paceStepsPerMin,distanceVsHistory,stepsVsHistory,stressVsHistory,hrVsHistory,historyCount,daysSincePrevious,nextHrAvg
UCI_PAMAP2_RAW,subject101,cycling,0.0,0.9998333333333297,122.85616666666667,127.0,38.64246666666667,0,0.0,-0.3717413793103448,-1.0,5.521742734110447,9.703021473545192,29,0,127.45016666666666
UCI_PAMAP2_RAW,subject101,cycling,0.0,0.9998333333333297,127.45016666666666,133.0,41.980066666666666,0,0.0,-0.35935,-1.0,8.675284642973423,13.97358742442701,30,0,128.329
UCI_PAMAP2_RAW,subject101,cycling,0.0,0.9998333333333297,128.329,135.0,42.8316,0,0.0,-0.34775806451612895,-1.0,9.24697008459794,14.401659873101423,31,0,130.4669058295964
UCI_PAMAP2_RAW,subject101,running,0.09075,0.9998333333333297,141.50425,159.0,54.10170000000001,121,121.0,0.5808181818181818,1.4156079854809436,19.938309402748416,26.639296976865097,33,0,164.17175
UCI_PAMAP2_RAW,subject101,running,0.111,0.9998333333333297,164.17175,171.0,66.1687,148,148.0,0.766235294117647,1.8365276211950392,31.418888537961692,48.52328824225141,34,0,171.613
UCI_PAMAP2_RAW,subject101,rope_jumping,0.07725,0.9998333333333297,149.26983333333334,175.0,61.20793333333334,103,103.0,0.3859583333333333,0.7904394012554321,24.61605861918605,30.718931951015193,36,0,180.20416666666668
UCI_PAMAP2_RAW,subject102,lying,0.0,0.9998333333333332,85.87616666666666,96.0,16.100466666666666,0,0.0,0.0,0.0,0.0,0.0,0,0,79.68505249125145
UCI_PAMAP2_RAW,subject102,lying,0.0,0.9999999999999998,79.68505249125145,81.0,9.874020996500581,0,0.0,0.0,0.0,-6.226445670166084,-6.191114175415208,1,0,75.71928654775796
UCI_PAMAP2_RAW,subject102,lying,0.0,0.9996666666666665,75.71928654775796,79.0,7.787714619103184,0,0.0,0.0,0.0,-5.199529212480439,-7.061323031201098,2,0,76.68852056476365
UCI_PAMAP2_RAW,subject102,sitting,0.0,0.9998333333333326,87.47863888888888,94.0,16.241455555555554,0,0.0,0.0,0.0,5.324761261844914,7.986382321278953,4,0,76.7545
UCI_PAMAP2_RAW,subject102,sitting,0.0,0.9998333333333326,76.7545,80.0,8.451799999999999,0,0.0,0.0,0.0,-3.5298465460796233,-4.335033031865734,5,0,77.56532244625896
UCI_PAMAP2_RAW,subject102,standing,0.0,0.9998333333333335,88.39434523809523,94.0,16.60773809523809,0,0.0,0.0,0.0,5.58828642253785,8.427561294439855,7,0,87.61075
UCI_PAMAP2_RAW,subject102,standing,0.0,0.9998333333333335,87.61075,90.0,15.294299999999998,0,0.0,0.0,0.0,3.5763125244825247,6.590520894539651,8,0,91.31433333333334
UCI_PAMAP2_RAW,subject102,standing,0.0,0.9998333333333335,91.31433333333334,93.0,17.525733333333335,0,0.0,0.0,0.0,5.410377799540026,9.561824128479685,9,0,89.74275
UCI_PAMAP2_RAW,subject102,ironing,0.0,0.9998333333333335,94.75005303030302,107.0,22.40002121212121,0,0.0,0.0,0.0,9.33538183598729,11.401901559665191,11,0,87.35660723212798
UCI_PAMAP2_RAW,subject102,ironing,0.0,0.9999999999999981,87.35660723212798,91.0,15.442642892851195,0,0.0,0.0,0.0,1.6000550303850005,3.0582972981847263,12,0,90.35616666666667
UCI_PAMAP2_RAW,subject102,ironing,0.0,0.9998333333333335,90.35616666666667,92.0,16.892466666666667,0,0.0,0.0,0.0,2.926797648017013,5.822603094401501,13,0,86.05191666666667
UCI_PAMAP2_RAW,subject102,ironing,0.0,0.9998333333333335,86.05191666666667,89.0,14.420766666666669,0,0.0,0.0,0.0,0.24604067315865485,1.102452873372826,14,0,87.29232766277242
UCI_PAMAP2_RAW,subject102,vacuum_cleaning,0.048,0.9998333333333335,102.2582888888889,107.0,25.40331555555556,120,120.0,0.48,2.4,11.165782536333406,17.093492799166853,16,0,104.45575
UCI_PAMAP2_RAW,subject102,vacuum_cleaning,0.053200000000000004,0.9998333333333335,104.45575,108.0,26.5323,133,133.0,0.503764705882353,2.5188235294117645,11.637956243346467,18.285454333856364,17,0,96.81166666666667
UCI_PAMAP2_RAW,subject102,walking,0.0795,0.9998333333333372,122.07058333333333,127.0,38.32823333333334,106,106.0,0.5942173913043478,1.4295652173913043,17.80486061878818,28.269462623574995,23,0,122.99583333333334
UCI_PAMAP2_RAW,subject102,walking,0.08475,0.9998333333333372,122.99583333333334,125.0,38.19833333333334,113,113.0,0.6219583333333334,1.51,16.933091426338674,28.01681834759269,24,0,120.95816666666667
UCI_PAMAP2_RAW,subject102,walking,0.0855,0.9998333333333372,120.95816666666667,122.0,36.63326666666667,114,114.0,0.6045800000000001,1.4695999999999998,14.690701102618458,24.85847894702232,25,0,121.96616666666667
UCI_PAMAP2_RAW,subject102,walking,0.0825,0.9998333333333372,121.96616666666667,123.0,37.28646666666667,110,110.0,0.5513269230769231,1.3330769230769233,14.77887413713313,24.910383602906066,26,0,125.47833333333334
UCI_PAMAP2_RAW,subject102,nordic_walking,0.08625,0.9998333333333372,122.10095833333334,127.0,38.340383333333335,115,115.0,0.5489107142857141,1.3364285714285713,14.682340270195049,23.140427631269915,28,0,128.22733333333332
UCI_PAMAP2_RAW,subject102,nordic_walking,0.093,0.9998333333333372,128.22733333333332,132.0,42.04093333333333,124,124.0,0.5974827586206897,1.4562841530054644,17.876602674671073,28.46885685088128,29,0,127.64783333333334
UCI_PAMAP2_RAW,subject102,nordic_walking,0.0975,0.9998333333333372,127.64783333333334,132.0,41.809133333333335,130,130.0,0.6225666666666667,1.455919395465995,17.048915918848714,26.94039495585193,30,0,124.423
UCI_PAMAP2_RAW,subject102,nordic_walking,0.09,0.9998333333333372,124.423,126.0,39.019200000000005,120,120.0,0.5274838709677419,1.1653084982537834,13.709017555875104,22.84651662394272,31,0,126.33176511587385
UCI_PAMAP2_RAW,subject102,cycling,0.0,0.9998333333333372,119.85333333333334,124.0,36.69133333333333,0,0.0,-0.40562121212121216,-1.0,10.512013278356921,16.83437121898035,33,0,116.25116666666666
UCI_PAMAP2_RAW,subject102,cycling,0.0,0.9998333333333372,116.25116666666666,120.0,34.25046666666667,0,0.0,-0.3936911764705882,-1.0,7.761969750562113,12.737075987049536,34,0,118.63783333333333
UCI_PAMAP2_RAW,subject102,cycling,0.0,0.9998333333333372,118.63783333333333,121.0,35.455133333333336,0,0.0,-0.38244285714285714,-1.0,8.744865852927006,14.759826196943365,35,0,122.96616666666667
UCI_PAMAP2_RAW,subject102,rope_jumping,0.0885,0.9998333333333449,134.78226831785344,157.78947368421052,51.110275748194006,118,118.0,0.5045263157894736,1.1291547958214625,23.364226655617024,29.451175974882176,38,0,172.68028070175438
UCI_PAMAP2_RAW,subject103,lying,0.0,0.999833333333333,80.643,91.0,12.757200000000001,0,0.0,0.0,0.0,0.0,0.0,0,0,70.73166666666667
UCI_PAMAP2_RAW,subject103,lying,0.0,0.9998333333333335,70.73166666666667,73.0,4.292666666666667,0,0.0,0.0,0.0,-8.464533333333334,-9.911333333333332,1,0,70.465
UCI_PAMAP2_RAW,subject103,sitting,0.0,0.9998333333333335,78.01720175438597,81.0,9.206880701754386,0,0.0,0.0,0.0,1.878258479532164,4.070646198830417,3,0,75.211
UCI_PAMAP2_RAW,subject103,sitting,0.0,0.9998333333333335,75.211,78.0,7.3344,0,0.0,0.0,0.0,-0.46378684210526355,0.2467828947368389,4,0,74.60866666666666
UCI_PAMAP2_RAW,subject103,sitting,0.0,0.9998333333333335,74.60866666666666,77.0,6.843466666666666,0,0.0,0.0,0.0,-0.8619628070175445,-0.40490701754386293,5,0,74.36
UCI_PAMAP2_RAW,subject103,standing,0.0,0.9998333333333335,84.255,94.0,14.951999999999998,0,0.0,0.0,0.0,7.435626566416039,9.392637844611514,7,0,86.8815
UCI_PAMAP2_RAW,subject103,standing,0.0,0.9998333333333335,86.8815,94.0,16.0026,0,0.0,0.0,0.0,7.5567732456140355,10.845058114035098,8,0,83.20866666666667
UCI_PAMAP2_RAW,subject103,ironing,0.0,0.9998333333333335,86.93116666666667,91.0,15.272466666666668,0,0.0,0.0,0.0,5.487198596491229,9.092996491228078,10,0,83.99683333333333
UCI_PAMAP2_RAW,subject103,ironing,0.0,0.9998333333333335,83.99683333333333,86.0,12.848733333333332,0,0.0,0.0,0.0,2.5646290271132344,5.332027113237643,11,0,83.79458333333334
UCI_PAMAP2_RAW,subject103,ironing,0.0,0.9998333333333335,83.79458333333334,89.0,13.517833333333334,0,0.0,0.0,0.0,3.020009941520467,4.6854415204678475,12,0,83.275
UCI_PAMAP2_RAW,subject103,vacuum_cleaning,0.0516,0.9998333333333335,87.46923529411765,97.0,16.98769411764706,129,129.0,0.516,2.58,6.091143115140792,7.727857787851988,14,0,96.407
UCI_PAMAP2_RAW,subject103,vacuum_cleaning,0.05280000000000001,0.9998333333333335,96.407,100.0,21.3128,132,132.0,0.49360000000000004,2.468,10.010172789817679,16.15043197454419,15,0,96.64208333333333
UCI_PAMAP2_RAW,subject103,walking,0.09225,0.9998333333333297,115.1767205882353,127.23529411764706,35.62951176470588,123,123.0,0.7311666666666666,1.7733333333333332,17.17662238870248,24.788544767274416,21,0,119.5205
UCI_PAMAP2_RAW,subject103,walking,0.09375,0.9998333333333297,119.5205,121.0,35.8082,125,125.0,0.7129318181818181,1.7327272727272724,16.57455506087376,28.005572144162997,22,0,119.56491666666666
UCI_PAMAP2_RAW,subject103,walking,0.09375,0.9998333333333297,119.56491666666666,121.0,35.82596666666666,125,125.0,0.6819347826086956,1.6573913043478263,15.871688898806777,26.83235523934431,23,0,118.98508333333334
UCI_PAMAP2_RAW,subject103,walking,0.09075,0.9998333333333297,118.98508333333334,120.0,35.344033333333336,121,121.0,0.6235208333333332,1.508333333333333,14.728435194689837,25.13450710437165,24,0,120.083895949166
UCI_PAMAP2_RAW,subject104,lying,0.0,0.9998333333333335,91.81166666666667,115.0,23.224666666666668,0,0.0,0.0,0.0,0.0,0.0,0,0,72.25033333333333
UCI_PAMAP2_RAW,subject104,lying,0.0,0.9998333333333335,72.25033333333333,80.0,6.650133333333332,0,0.0,0.0,0.0,-16.574533333333335,-19.561333333333337,1,0,70.57066666666667
UCI_PAMAP2_RAW,subject104,lying,0.0,0.9998333333333335,70.57066666666667,76.0,4.978266666666667,0,0.0,0.0,0.0,-9.959133333333334,-11.460333333333338,2,0,61.776897166633645
UCI_PAMAP2_RAW,subject104,sitting,0.0,0.9998333333333335,92.29483333333333,113.0,22.917933333333334,0,0.0,0.0,0.0,12.089476950003302,18.19244237500824,4,0,79.41633333333333
UCI_PAMAP2_RAW,subject104,sitting,0.0,0.9998333333333335,79.41633333333333,82.0,10.016533333333332,0,0.0,0.0,0.0,-3.229818439997361,1.6754539000065876,5,0,84.09166666666667
UCI_PAMAP2_RAW,subject104,sitting,0.0,0.9998333333333335,84.09166666666667,91.0,14.136666666666668,0,0.0,0.0,0.0,1.4286179666688703,6.071544916672167,6,0,78.16633333333333
UCI_PAMAP2_RAW,subject104,standing,0.0,0.9998333333333335,101.22575,112.0,26.2403,0,0.0,0.0,0.0,13.690113475001652,22.42840868750413,8,0,99.2415
UCI_PAMAP2_RAW,subject104,standing,0.0,0.9998333333333335,99.2415,104.0,23.4466,0,0.0,0.0,0.0,9.375289755557024,17.95211327778145,9,0,102.48216666666667
UCI_PAMAP2_RAW,subject104,standing,0.0,0.9998333333333335,102.48216666666667,107.0,25.492866666666668,0,0.0,0.0,0.0,10.484027446667987,19.397568616669986,10,0,101.106
UCI_PAMAP2_RAW,subject104,ironing,0.0,0.9998333333333335,107.78658333333334,116.0,29.864633333333337,0,0.0,0.0,0.0,13.19599509444555,21.58373773611389,12,0,106.86141666666667
UCI_PAMAP2_RAW,subject104,ironing,0.0,0.9998333333333335,106.86141666666667,109.0,27.744566666666667,0,0.0,0.0,0.0,10.060851882052301,18.998283551284615,13,0,106.79236793867689
UCI_PAMAP2_RAW,subject104,ironing,0.0,0.9999999999999981,106.79236793867689,114.0,28.966947175470757,0,0.0,0.0,0.0,10.56460011356694,17.572214569631655,14,0,110.95881818181817
UCI_PAMAP2_RAW,subject104,vacuum_cleaning,0.0512,0.9998333333333335,107.1504090909091,111.0,28.360163636363637,128,128.0,0.512,2.56,8.408080304185418,15.473325760463553,16,0,110.8790909090909
UCI_PAMAP2_RAW,subject104,vacuum_cleaning,0.0468,0.9998333333333335,110.8790909090909,121.0,32.35163636363636,117,117.0,0.43788235294117644,2.1894117647058824,11.904960072388413,18.291811945676926,17,0,115.43033333333334
UCI_PAMAP2_RAW,subject104,walking,0.087,0.9998333333333372,111.86058333333334,128.5,34.61923333333334,116,116.0,0.6825869565217391,1.6652173913043478,8.539497699013282,11.21207544957926,23,0,113.25941666666667
UCI_PAMAP2_RAW,subject104,walking,0.1005,0.9998333333333372,113.25941666666667,118.0,32.55376666666667,134,134.0,0.7891458333333334,1.955833333333333,6.1182186282210544,12.143738972513418,24,0,112.55458333333333
UCI_PAMAP2_RAW,subject104,walking,0.09975,0.9998333333333372,112.55458333333333,116.0,31.77183333333333,133,133.0,0.75008,1.8576,5.091556549758874,10.953156080279541,25,0,111.84283333333333
UCI_PAMAP2_RAW,subject104,walking,0.10425,0.9998333333333372,111.84283333333333,116.0,31.487133333333333,139,139.0,0.7662307692307692,1.906153846153846,4.611027451691228,9.820130846422629,26,0,109.56125
UCI_PAMAP2_RAW,subject104,nordic_walking,0.0885,0.9998333333333372,121.61969444444443,127.0,38.14787777777777,118,118.0,0.5572142857142857,1.3566333808844508,11.0017925543482,18.977039158979736,28,0,131.98983333333334
UCI_PAMAP2_RAW,subject104,nordic_walking,0.09075,0.9998333333333372,131.98983333333334,139.0,45.29593333333334,121,121.0,0.5604999999999999,1.308552631578947,17.77047595285727,28.692797387214156,29,0,122.32291666666667
UCI_PAMAP2_RAW,subject104,nordic_walking,0.08775,0.9998333333333372,122.32291666666667,125.0,37.929166666666674,117,117.0,0.5118166666666666,1.1389396709323583,9.811360087762033,18.069454140973676,30,0,125.94558333333333
UCI_PAMAP2_RAW,subject104,cycling,0.0,0.9998333333333372,118.45633333333333,134.0,38.632533333333335,0,0.0,-0.39814062499999997,-1.0,9.824983415610237,12.960321590496179,32,0,134.87
UCI_PAMAP2_RAW,subject104,cycling,0.0,0.9998333333333372,134.87,137.0,45.948,0,0.0,-0.38607575757575757,-1.0,16.842723312106898,28.981251239269014,33,0,130.77041666666668
UCI_PAMAP2_RAW,subject105,lying,0.0,0.9998333333333335,84.78566666666667,98.0,16.16426666666667,0,0.0,0.0,0.0,0.0,0.0,0,0,72.60466666666666
UCI_PAMAP2_RAW,subject105,lying,0.0,0.9998333333333335,72.60466666666666,75.0,5.541866666666664,0,0.0,0.0,0.0,-10.622400000000006,-12.181000000000012,1,0,74.97416666666666
UCI_PAMAP2_RAW,subject105,lying,0.0,0.9998333333333335,74.97416666666666,79.0,7.489666666666665,0,0.0,0.0,0.0,-3.363400000000002,-3.7210000000000036,2,0,73.56659062993508
UCI_PAMAP2_RAW,subject105,sitting,0.0,0.9998333333333335,83.26925,90.0,13.5577,0,0.0,0.0,0.0,4.183340937006493,6.7864773425162355,4,0,78.86083333333333
UCI_PAMAP2_RAW,subject105,sitting,0.0,0.9998333333333335,78.86083333333333,82.0,9.794333333333332,0,0.0,0.0,0.0,-0.4166939170614743,1.0207652073463152,5,0,79.34
UCI_PAMAP2_RAW,subject105,sitting,0.0,0.9998333333333335,79.34,82.0,9.986000000000002,0,0.0,0.0,0.0,-0.15557826421789223,1.329804339455265,6,0,78.46033333333334
UCI_PAMAP2_RAW,subject105,standing,0.0,0.9998333333333335,92.87033333333333,101.0,20.148133333333334,0,0.0,0.0,0.0,10.120682968503246,14.637644921258115,8,0,88.92216666666667
UCI_PAMAP2_RAW,subject105,standing,0.0,0.9998333333333335,88.92216666666667,96.0,17.31886666666667,0,0.0,0.0,0.0,6.166895972002887,9.063073263340556,9,0,89.83
UCI_PAMAP2_RAW,subject105,ironing,0.0,0.9998333333333335,89.06283333333333,93.0,16.62513333333333,0,0.0,0.0,0.0,4.341623977093267,7.4733781245513455,11,0,88.62533333333333
UCI_PAMAP2_RAW,subject105,ironing,0.0,0.9998333333333335,88.62533333333333,91.0,15.950133333333332,0,0.0,0.0,0.0,3.3048219790021616,6.413096614172076,12,0,88.65633333333334
UCI_PAMAP2_RAW,subject105,ironing,0.0,0.9998333333333335,88.65633333333334,93.0,16.462533333333333,0,0.0,0.0,0.0,3.5630049036943046,5.950781490004985,13,0,93.62066666666666
UCI_PAMAP2_RAW,subject105,ironing,0.0,0.9998333333333335,93.62066666666666,99.0,19.948266666666665,0,0.0,0.0,0.0,6.794237886763758,10.490059002623681,14,0,88.7055
UCI_PAMAP2_RAW,subject105,vacuum_cleaning,0.054,0.9998333333333335,91.26114393939395,100.0,19.25445757575758,135,135.0,0.5399999999999999,2.7,5.48340322667587,7.12647681668966,16,0,95.19825
UCI_PAMAP2_RAW,subject105,vacuum_cleaning,0.054400000000000004,0.9998333333333335,95.19825,101.0,21.0793,136,136.0,0.512235294117647,2.561176470588235,6.985692519937356,10.644378358666899,17,0,96.47491666666667
UCI_PAMAP2_RAW,subject105,vacuum_cleaning,0.054,0.9998333333333335,96.47491666666667,101.0,21.58996666666667,135,135.0,0.47977777777777775,2.398888888888889,7.108265157718616,11.329690672074307,18,0,96.81691666666667
UCI_PAMAP2_RAW,subject105,walking,0.09,0.9998333333333372,109.46046794871796,116.0,30.534187179487187,120,120.0,0.6959791666666666,1.653333333333333,11.039883990385107,17.560647475962753,24,0,112.08941666666666
UCI_PAMAP2_RAW,subject105,walking,0.087,0.9998333333333372,112.08941666666666,116.0,31.585766666666668,116,116.0,0.6381399999999999,1.5072,11.649868117949183,19.487170294872953,25,0,110.77016666666667
UCI_PAMAP2_RAW,subject105,walking,0.09675,0.9998333333333372,110.77016666666667,113.0,30.30806666666667,129,129.0,0.7110961538461538,1.709230769230769,9.924096267258832,17.41841374507014,26,0,113.06008333333334
UCI_PAMAP2_RAW,subject105,walking,0.09525,0.9998333333333372,113.06008333333334,114.0,31.474033333333338,127,127.0,0.6697592592592592,1.6059259259259262,10.722503812915914,19.063203976734215,27,0,113.49433333333333
UCI_PAMAP2_RAW,subject105,nordic_walking,0.0915,0.9998333333333372,111.4205,120.0,32.318200000000004,122,122.0,0.588396551724138,1.3492695883134131,10.795335733864242,16.093942782936452,29,0,124.7335
UCI_PAMAP2_RAW,subject105,nordic_walking,0.09825,0.9998333333333372,124.7335,133.0,40.8934,131,131.0,0.6362833333333334,1.414004914004914,19.010691209402093,28.87047802350523,30,0,128.99783333333335
UCI_PAMAP2_RAW,subject105,nordic_walking,0.096,0.9998333333333372,128.99783333333335,131.0,42.09913333333334,128,128.0,0.5932580645161291,1.2558271745309835,19.603176439206333,32.20350561414486,31,0,129.55354545454546
UCI_PAMAP2_RAW,subject105,cycling,0.0,0.9998333333333372,116.11901960784313,122.0,34.69760784313725,0,0.0,-0.40201515151515144,-1.0,11.006843745164865,17.356124514427307,33,0,119.78175
UCI_PAMAP2_RAW,subject105,cycling,0.0,0.9998333333333372,119.78175,122.0,36.1627,0,0.0,-0.3901911764705882,-1.0,12.148205203640416,20.508380656159844,34,0,128.7565
UCI_PAMAP2_RAW,subject105,cycling,0.0,0.9998333333333372,128.7565,136.0,43.252599999999994,0,0.0,-0.37904285714285707,-1.0,18.89101362639354,28.897176923126693,35,0,135.18966666666665
UCI_PAMAP2_RAW,subject105,running,0.10425,0.9998333333333372,128.1800357142857,151.0,46.772014285714285,139,139.0,0.6839459459459459,1.5561630218687872,21.26569023860908,26.584833704630782,37,0,159.66183333333333
UCI_PAMAP2_RAW,subject105,running,0.11775,0.9998333333333372,159.66183333333333,167.0,63.364733333333334,157,157.0,0.8009473684210525,1.7735936773593677,37.29878585889631,57.367030436714444,38,0,166.50391666666667
UCI_PAMAP2_RAW,subject105,running,0.11925,0.9998333333333372,166.50391666666667,168.0,66.35156666666667,159,159.0,0.7954102564102563,1.686741767764298,39.32924006764256,62.7381642716705,39,0,168.49733333333333
UCI_PAMAP2_RAW,subject106,lying,0.0,0.9998333333333332,89.36791666666667,104.0,19.497166666666672,0,0.0,0.0,0.0,0.0,0.0,0,0,65.7845
UCI_PAMAP2_RAW,subject106,lying,0.0,0.999833333333333,65.7845,71.0,1.8137999999999979,0,0.0,0.0,0.0,-17.683366666666675,-23.58341666666668,1,0,62.32084848484849
UCI_PAMAP2_RAW,subject106,lying,0.0,0.999833333333333,62.32084848484849,65.0,0.0,0,0.0,0.0,0.0,-10.655483333333335,-15.25535984848485,2,0,65.96271705822267
UCI_PAMAP2_RAW,subject106,sitting,0.0,0.9998333333333335,79.71783333333333,91.0,12.387133333333333,0,0.0,0.0,0.0,6.0568699608443985,8.858837780898867,4,0,74.99475
UCI_PAMAP2_RAW,subject106,sitting,0.0,0.9998333333333335,74.99475,79.0,7.497899999999999,0,0.0,0.0,0.0,-0.04373736465781519,2.363986891385764,5,0,73.37275
UCI_PAMAP2_RAW,subject106,sitting,0.0,0.9998333333333335,73.37275,78.0,6.599099999999999,0,0.0,0.0,0.0,-0.9352478038815129,0.34798907615480346,6,0,80.40983931759571
UCI_PAMAP2_RAW,subject106,standing,0.0,0.9998333333333335,83.45648484848485,92.0,14.13259393939394,0,0.0,0.0,0.0,6.292703620603022,9.465090490901488,8,0,80.63526515151516
UCI_PAMAP2_RAW,subject106,standing,0.0,0.9998333333333335,80.63526515151516,83.0,10.754106060606063,0,0.0,0.0,0.0,2.2150264506370316,5.592194072720517,9,0,87.40475
UCI_PAMAP2_RAW,subject106,standing,0.0,0.9998333333333335,87.40475,92.0,15.711900000000004,0,0.0,0.0,0.0,6.95131774496727,11.802459513933329,10,0,87.44091666666667
UCI_PAMAP2_RAW,subject106,ironing,0.0,0.9998333333333335,87.74833333333333,95.0,16.599333333333334,0,0.0,0.0,0.0,6.574825898583834,10.175952372722207,12,0,87.88125
UCI_PAMAP2_RAW,subject106,ironing,0.0,0.9998333333333335,87.88125,92.0,15.902499999999998,0,0.0,0.0,0.0,5.372236726897896,9.526103472256395,13,0,89.82519580069989
UCI_PAMAP2_RAW,subject106,ironing,0.0,0.9999999999999981,89.82519580069989,94.0,17.180078320279957,0,0.0,0.0,0.0,6.266083852399433,10.789613310652257,14,0,86.12725
UCI_PAMAP2_RAW,subject106,ironing,0.0,0.9998333333333335,86.12725,89.0,14.450900000000003,0,0.0,0.0,0.0,3.1191666086261822,6.372359955908891,15,0,88.31983333333334
UCI_PAMAP2_RAW,subject106,ironing,0.0,0.9998333333333335,88.31983333333334,97.0,17.327933333333334,0,0.0,0.0,0.0,5.801252028920377,8.166670791997916,16,0,85.22733333333333
UCI_PAMAP2_RAW,subject106,vacuum_cleaning,0.0516,0.9998333333333335,87.61593614718615,101.63636363636364,18.205465367965367,129,129.0,0.516,2.58,6.214033838116812,6.72717129562875,18,0,102.26549242424242
UCI_PAMAP2_RAW,subject106,vacuum_cleaning,0.0516,0.9998333333333335,102.26549242424242,105.0,24.90619696969697,129,129.0,0.48884210526315786,2.4442105263157896,12.587711027315953,21.02266592554666,19,0,104.61075
UCI_PAMAP2_RAW,subject106,walking,0.07275,0.9998333333333297,100.32370454545455,130.54545454545453,30.515845454545452,97,97.0,0.5468199999999999,1.3152000000000001,11.812572969185752,10.1320425395145,25,0,97.07761904761905
UCI_PAMAP2_RAW,subject106,walking,0.07725,0.9998333333333297,97.07761904761905,99.0,21.33104761904762,103,103.0,0.5707884615384615,1.3846153846153846,2.173445404103852,6.496263097851525,26,0,95.62263095238094
UCI_PAMAP2_RAW,subject106,walking,0.0795,0.9998333333333297,95.62263095238094,100.0,20.999052380952378,106,106.0,0.5721481481481481,1.393333333333333,1.7609521880788357,4.800672665655952,27,0,95.13983333333333
